HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,ApartmentAge,TotalNearbyFacilities,ParkingToSizeRatio
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,243362,9,4.0,0.383601756954612
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,121238,24,17.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75504,11,14.0,1.3951048951048952
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,81415,24,17.0,0.0
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,199115,10,3.0,0.5864332603938731
2,0,6,0.0,1.0,2.0,536.0,2006,5,1412,274336,10,3.0,0.37960339943342775
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,274336,7,5.0,0.2230769230769231
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,88495,2,5.0,0.375
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,309734,8,5.0,0.5196936542669585
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,215044,30,7.0,0.0
0,3,3,2.0,5.0,0.0,76.0,1985,3,676,70796,31,7.0,0.11242603550295859
0,0,4,0.0,3.0,2.0,0.0,1978,3,871,104867,38,5.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,247787,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,252212,23,16.0,0.5864332603938731
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,203539,23,16.0,0.5864332603938731
2,1,4,1.0,2.0,2.0,184.0,2006,5,814,154867,10,5.0,0.22604422604422605
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,469026,9,5.0,0.8360763660302831
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,338053,2,0.0,0.22210065645514224
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,228318,9,4.0,0.47506799637352676
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,201769,11,14.0,1.3951048951048952
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,415044,1,2.0,1.4516483516483516
2,4,7,2.0,2.0,1.0,203.0,2009,5,914,198451,7,5.0,0.22210065645514224
2,0,5,5.0,7.0,5.0,1174.0,2014,9,1092,414159,2,17.0,1.075091575091575
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,154867,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,149557,23,16.0,0.8322981366459627
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,309734,2,17.0,1.2901098901098902
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,167256,11,14.0,1.3951048951048952
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,95575,23,16.0,0.8322981366459627
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,300884,9,5.0,0.9156452775775054
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,260707,3,8.0,1.021978021978022
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,171681,10,6.0,0.20044296788482835
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,247787,8,5.0,0.5196936542669585
2,3,7,0.0,1.0,1.0,1321.0,2015,10,644,296460,1,2.0,2.051242236024845
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,39823,24,17.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,352212,3,8.0,1.0253583241455346
2,4,7,2.0,2.0,1.0,203.0,2009,5,914,200522,7,5.0,0.22210065645514224
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,172566,8,5.0,0.5196936542669585
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,362831,2,0.0,0.22210065645514224
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,192035,10,3.0,0.6552567237163814
2,0,1,0.0,4.0,1.0,605.0,2007,5,1444,348672,9,5.0,0.41897506925207756
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,310309,9,5.0,0.772976262933658
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,141592,23,16.0,0.3694004135079256
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,74672,11,14.0,1.3951048951048952
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,314159,10,3.0,0.5864332603938731
1,2,5,1.0,5.0,4.0,79.0,1992,3,1448,261061,24,10.0,0.054558011049723756
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,243362,23,16.0,0.3694004135079256
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,161061,30,7.0,0.0
2,0,5,2.0,3.0,1.0,181.0,2006,4,857,206194,10,6.0,0.21120186697782964
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,169469,11,14.0,1.0740242261103634
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,108849,24,10.0,0.08643326039387308
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,207522,10,5.0,0.2021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,131858,23,16.0,0.5864332603938731
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,371681,9,4.0,0.3692741367159972
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,242035,2,17.0,1.834375
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,157522,23,16.0,0.8322981366459627
2,0,1,0.0,2.0,2.0,524.0,2007,4,914,318584,9,4.0,0.5733041575492341
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,261061,11,14.0,0.8730853391684902
1,2,5,5.0,6.0,5.0,536.0,1993,4,1288,305309,23,16.0,0.4161490683229814
1,2,5,1.0,5.0,4.0,79.0,1992,3,1448,115044,24,10.0,0.054558011049723756
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,96469,3,8.0,2.183098591549296
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,172566,11,14.0,0.8730853391684902
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,232743,11,14.0,0.8730853391684902
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,159292,24,10.0,0.12267080745341614
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,95575,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,148672,23,16.0,0.8322981366459627
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,212389,9,5.0,1.4631336405529953
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,83185,24,10.0,0.12267080745341614
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,331858,3,8.0,1.021978021978022
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,165486,30,7.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,163716,30,7.0,0.0
2,0,6,0.0,1.0,2.0,536.0,2006,5,1149,296460,10,3.0,0.46649260226283723
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,90707,23,16.0,0.8322981366459627
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,197345,10,3.0,0.5864332603938731
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,216814,10,5.0,0.2021978021978022
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,292035,10,3.0,0.5864332603938731
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,414159,9,5.0,0.37139349294045426
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,169026,11,14.0,1.3951048951048952
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,225663,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,371681,3,8.0,1.021978021978022
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,344247,3,8.0,1.021978021978022
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,247787,9,4.0,0.47506799637352676
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,237168,11,14.0,0.8730853391684902
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,305309,7,5.0,0.2230769230769231
2,0,5,5.0,7.0,5.0,1174.0,2014,9,1092,398230,2,17.0,1.075091575091575
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,126548,38,5.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,464601,9,5.0,0.35798816568047337
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,74256,11,14.0,1.3951048951048952
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,43362,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,223893,9,5.0,1.4631336405529953
2,0,1,0.0,0.0,0.0,203.0,2014,10,1256,469026,2,0.0,0.16162420382165604
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,209734,30,7.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,269911,7,5.0,0.2230769230769231
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,102601,3,8.0,2.183098591549296
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,353982,9,5.0,0.772976262933658
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,75221,23,16.0,0.8322981366459627
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,283185,3,8.0,1.0253583241455346
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,155752,23,16.0,0.8322981366459627
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,176991,10,3.0,0.6552567237163814
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,203539,9,4.0,0.37589670014347204
2,4,7,2.0,2.0,1.0,203.0,2009,5,914,303982,7,5.0,0.22210065645514224
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,203539,11,14.0,0.8730853391684902
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,123893,24,17.0,0.0
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,316814,8,5.0,0.5196936542669585
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,103663,3,8.0,2.183098591549296
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,358407,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73442,11,14.0,1.3951048951048952
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,102212,11,14.0,1.3951048951048952
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,210176,30,7.0,0.0
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,318584,10,3.0,0.30751577739529545
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,90707,23,16.0,0.8322981366459627
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,149619,7,5.0,0.2230769230769231
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,252654,10,6.0,0.20044296788482835
2,4,7,2.0,2.0,1.0,203.0,2009,5,914,282300,7,5.0,0.22210065645514224
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,380530,9,5.0,0.8360763660302831
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,190707,11,14.0,1.0740242261103634
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,60176,31,7.0,0.12947189097103917
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,117256,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,171681,23,16.0,0.8322981366459627
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,252212,8,5.0,0.5196936542669585
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,159292,30,7.0,0.0
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,125663,31,7.0,0.12947189097103917
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,271681,8,5.0,0.5196936542669585
2,0,5,2.0,3.0,1.0,181.0,2006,4,857,192920,10,6.0,0.21120186697782964
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,277256,9,4.0,0.383601756954612
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,245132,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,70796,19,11.0,0.1003584229390681
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,181415,23,16.0,0.8322981366459627
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,138938,24,10.0,0.12267080745341614
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,58407,24,17.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,207079,11,14.0,1.3951048951048952
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,168141,30,7.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,181415,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,72256,11,14.0,1.3951048951048952
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,206194,10,5.0,0.2021978021978022
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,362831,2,0.0,0.22210065645514224
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,172566,10,5.0,0.2021978021978022
2,1,4,1.0,5.0,1.0,0.0,1986,4,1796,267256,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,147761,3,8.0,1.4440993788819876
2,0,5,5.0,7.0,5.0,1174.0,2014,9,644,255752,2,17.0,1.8229813664596273
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,336283,9,5.0,1.4631336405529953
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,64601,19,11.0,0.1003584229390681
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,361946,2,0.0,0.22210065645514224
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,120353,24,17.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,408849,9,5.0,0.35798816568047337
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,250176,3,8.0,1.021978021978022
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,63716,24,17.0,0.0
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,159292,24,10.0,0.08643326039387308
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,258079,3,8.0,1.021978021978022
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,155752,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,250176,3,8.0,1.021978021978022
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,280530,9,5.0,1.4631336405529953
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75504,11,14.0,1.3951048951048952
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,371681,3,8.0,1.0253583241455346
1,2,5,5.0,6.0,5.0,536.0,1993,4,1761,168141,23,16.0,0.3043725156161272
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,346017,2,17.0,1.2901098901098902
0,1,5,5.0,7.0,5.0,0.0,1992,3,644,91150,24,17.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,432743,9,5.0,0.37139349294045426
2,0,5,5.0,7.0,5.0,1174.0,2014,9,1092,345132,2,17.0,1.075091575091575
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,256637,9,4.0,0.37589670014347204
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,271681,9,5.0,1.4631336405529953
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,254867,9,4.0,0.47506799637352676
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,271681,2,17.0,1.834375
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,255442,3,8.0,1.021978021978022
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,104424,2,5.0,0.375
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,157079,24,10.0,0.12267080745341614
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,138495,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,389380,9,5.0,0.8360763660302831
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,349557,1,2.0,1.4516483516483516
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,194690,9,4.0,0.47506799637352676
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,446902,9,5.0,0.35798816568047337
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,189380,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,215044,9,5.0,1.4631336405529953
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,259292,8,5.0,0.5729794933655006
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,144752,3,8.0,1.4440993788819876
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,185840,11,14.0,0.8730853391684902
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,230088,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,173451,11,14.0,0.8730853391684902
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,274336,11,14.0,0.8730853391684902
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,143362,30,7.0,0.0
2,0,5,2.0,3.0,1.0,181.0,2006,4,1192,258407,10,6.0,0.1518456375838926
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,147761,3,8.0,1.4440993788819876
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,285840,8,5.0,0.5729794933655006
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,180088,10,3.0,0.6552567237163814
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,162831,30,7.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,174336,7,5.0,0.2230769230769231
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,207964,10,5.0,0.2021978021978022
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,370796,9,5.0,0.4079568442346595
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,408849,9,5.0,0.35798816568047337
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,252814,3,8.0,1.0253583241455346
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,79646,24,17.0,0.0
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,105309,2,5.0,0.375
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,379203,9,5.0,1.4631336405529953
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,225663,8,5.0,0.5196936542669585
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,216814,10,6.0,0.20044296788482835
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,36283,24,17.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,255442,3,8.0,1.021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,162831,23,16.0,0.3694004135079256
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,254867,8,5.0,0.5729794933655006
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,70796,24,17.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,409734,9,5.0,0.35798816568047337
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,331858,9,5.0,1.4631336405529953
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,57522,24,17.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,119469,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,318584,9,5.0,0.9156452775775054
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,260176,9,4.0,0.383601756954612
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,343362,8,5.0,0.4070265638389032
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,208849,9,5.0,1.4631336405529953
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,84070,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,150442,11,14.0,0.8730853391684902
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,353097,3,8.0,1.0253583241455346
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,231858,7,5.0,0.175
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,283185,11,14.0,0.8730853391684902
2,0,5,2.0,3.0,1.0,181.0,2006,4,857,172566,10,6.0,0.21120186697782964
0,3,6,1.0,5.0,2.0,18.0,1986,3,910,194690,30,8.0,0.01978021978021978
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,142477,11,14.0,1.0740242261103634
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,350442,3,8.0,1.021978021978022
0,3,7,1.0,4.0,1.0,218.0,2014,1,135,55752,2,6.0,1.614814814814815
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,230088,9,5.0,1.4631336405529953
2,0,1,0.0,2.0,2.0,524.0,2007,4,914,252212,9,4.0,0.5733041575492341
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,211061,10,6.0,0.20044296788482835
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,460176,9,5.0,0.8360763660302831
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,300884,3,8.0,1.021978021978022
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,171681,10,3.0,0.6552567237163814
2,1,4,1.0,5.0,1.0,0.0,1986,4,1796,221238,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,84070,23,16.0,0.8322981366459627
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,423008,3,8.0,1.021978021978022
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,104424,2,5.0,0.375
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,265442,7,5.0,0.175
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,362831,3,8.0,1.021978021978022
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,292035,8,5.0,0.5729794933655006
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,393805,9,5.0,0.4079568442346595
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,265442,7,5.0,0.175
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,347787,9,5.0,0.35798816568047337
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,265442,7,5.0,0.175
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,184955,30,7.0,0.0
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,256637,10,3.0,0.5864332603938731
2,0,1,0.0,4.0,1.0,605.0,2007,5,1334,337168,9,5.0,0.4535232383808096
1,3,0,5.0,5.0,4.0,798.0,2005,7,1184,185840,11,14.0,0.6739864864864865
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,130088,23,16.0,0.5864332603938731
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,168141,30,7.0,0.0
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,357522,2,0.0,0.22210065645514224
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,218584,38,5.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,249557,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,74256,11,14.0,1.3951048951048952
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,57079,24,17.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,184955,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,249557,23,16.0,0.5864332603938731
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,336283,3,8.0,1.0253583241455346
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75088,11,14.0,1.3951048951048952
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,432743,9,5.0,0.37139349294045426
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,325221,8,5.0,0.4070265638389032
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,252212,11,14.0,0.8730853391684902
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,157876,7,5.0,0.2230769230769231
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,122123,23,16.0,0.5864332603938731
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,331858,2,17.0,1.2901098901098902
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,128938,23,16.0,0.5864332603938731
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,197345,9,4.0,0.47506799637352676
2,0,5,2.0,3.0,1.0,181.0,2006,4,1192,353097,10,6.0,0.1518456375838926
2,0,1,0.0,0.0,0.0,203.0,2014,10,1252,451327,2,0.0,0.1621405750798722
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,219469,10,5.0,0.2021978021978022
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,448672,9,5.0,0.772976262933658
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,129203,23,16.0,0.5864332603938731
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,398230,9,5.0,0.8360763660302831
2,0,1,0.0,4.0,1.0,605.0,2007,5,1444,394690,9,5.0,0.41897506925207756
2,0,5,5.0,7.0,5.0,1174.0,2014,9,914,365486,2,17.0,1.2844638949671772
2,3,7,0.0,1.0,1.0,1321.0,2015,10,1035,469026,1,2.0,1.276328502415459
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,154867,11,14.0,0.8730853391684902
2,0,6,0.0,1.0,2.0,536.0,2006,5,1149,227876,10,3.0,0.46649260226283723
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,271681,11,14.0,0.8730853391684902
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,391150,8,5.0,0.4070265638389032
2,0,5,5.0,7.0,5.0,1174.0,2014,9,846,321238,2,17.0,1.387706855791962
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,147787,23,16.0,0.8322981366459627
2,1,4,1.0,5.0,1.0,0.0,1986,4,1796,409734,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,138495,23,16.0,0.5864332603938731
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,152212,23,16.0,0.8322981366459627
2,0,1,0.0,4.0,1.0,605.0,2007,5,1273,362831,9,5.0,0.4752553024351925
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
2,0,1,0.0,4.0,1.0,605.0,2007,5,1334,368141,9,5.0,0.4535232383808096
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,230088,8,5.0,0.5196936542669585
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,291238,9,4.0,0.37589670014347204
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,348672,9,5.0,0.4079568442346595
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,286902,9,4.0,0.37589670014347204
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,142477,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,218584,11,14.0,0.8730853391684902
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,117699,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,428318,9,5.0,0.772976262933658
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,150442,11,14.0,0.8730853391684902
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,238938,8,5.0,0.5729794933655006
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,77876,24,17.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,123893,23,16.0,0.5864332603938731
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,190265,11,14.0,1.3951048951048952
0,3,7,1.0,4.0,1.0,218.0,2014,1,156,60176,2,6.0,1.3974358974358974
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,145132,30,7.0,0.0
